"","age","ed","employ","address","income","debtinc","creddebt","othdebt","default","preddef1","preddef2","preddef3"
"231",46,"Some college",9,10,60,15.3,1.6065,7.5735,"No",0.180065459211095,0.225447813536022,0.373559887669482
"232",55,"Did not complete high school",3,11,40,8,0.5632,2.6368,"Yes",0.200412811653942,0.356906369094945,0.185763039434584
"233",38,"High school degree",8,16,38,0.6,0.029412,0.198588,"No",0.0186704494553856,0.0180302790754831,0.0793109640077818
"234",35,"High school degree",5,1,33,2.8,0.103488,0.820512,"No",0.144444216220467,0.150020559915797,0.103197745324591
"235",30,"Did not complete high school",11,9,27,0.9,0.073872,0.169128,"No",0.0168057339218797,0.0302551640985059,0.0822425118007411
"236",24,"Did not complete high school",7,0,18,6.5,0.5265,0.6435,"No",0.166056568922483,0.0992121212227669,0.157731427249199
"237",26,"High school degree",4,3,28,9.5,0.2261,2.4339,"No",0.261708343555061,0.321010838452448,0.217489983603156
"238",32,"High school degree",2,11,15,9.1,0.118755,1.246245,"Yes",0.214385374519779,0.283906638906214,0.208663437695647
"239",37,"High school degree",11,4,75,3.5,0.632625,1.992375,"No",0.0425659756903016,0.0323839495460047,0.112041425041299
"240",39,"Did not complete high school",6,19,42,19.9,2.540832,5.817168,"Yes",0.359410781650085,0.341286574688761,0.522101522219013
"241",30,"High school degree",4,4,21,18.3,0.491904,3.351096,"No",0.452815177972978,0.50095412653638,0.469506989528554
"242",30,"Did not complete high school",10,11,39,9.5,2.056275,1.648725,"No",0.10968394275652,0.0626539257323471,0.217489983603156
"243",32,"High school degree",7,10,32,4.3,0.43344,0.94256,"No",0.0645370754792931,0.0449713734839276,0.122952531749586
"244",54,"Some college",21,20,118,14.4,9.60048,7.39152,"No",0.323345485065464,0.414907410904869,0.346280273672069
"245",27,"Some college",3,4,35,13.3,1.60132,3.05368,"No",0.561599458702921,0.640896015315683,0.314274841148005
"246",31,"Did not complete high school",12,4,31,23.7,2.05716,5.28984,"No",0.31939389024021,0.285322817970358,0.643045841841552
"247",39,"Did not complete high school",15,16,39,1.8,0.139698,0.562302,"No",0.00410662310793523,0.00195479309944868,0.0916372908944199
"248",31,"Did not complete high school",5,3,25,14.1,1.17735,2.34765,"No",0.418577534141023,0.6639479786165,0.337397088118022
"249",35,"Did not complete high school",15,11,40,18.5,1.2136,6.1864,"No",0.0476334011747351,0.0262172847535569,0.476068255265623
"250",35,"High school degree",10,16,98,13.3,4.874716,8.159284,"No",0.36590469877783,0.260459337326903,0.314274841148005
"251",46,"High school degree",22,17,144,11.1,3.324672,12.659328,"No",0.00971225131977405,0.011061978939932,0.255447474216885
"252",33,"Did not complete high school",13,3,52,21.3,2.71362,8.36238,"Yes",0.320037252145898,0.281724996109103,0.567762416513288
"253",35,"High school degree",13,3,105,1.9,1.418445,0.576555,"No",0.0388618428296893,0.0388983694102182,0.0927387744457163
"254",35,"High school degree",1,1,21,7.9,0.369957,1.289043,"No",0.448775393337451,0.642331873140445,0.183780491732131
"255",38,"Did not complete high school",5,13,21,9,0.44982,1.44018,"No",0.11835474660706,0.0876332231953436,0.206498469635316
"256",41,"Did not complete high school",19,1,96,7.8,2.253888,5.234112,"No",0.0292632603057636,0.0111730330111807,0.181814378077261
"257",38,"Did not complete high school",18,19,44,4.5,0.60588,1.37412,"No",0.00258065369072504,0.000995043937254798,0.125819411565012
"258",34,"Some college",2,14,39,13.2,1.142856,4.005144,"No",0.355780256126305,0.446220967564943,0.311445369244008
"259",51,"Some college",16,25,82,4.4,2.604976,1.003024,"No",0.00798040561242785,0.00509474980729944,0.124378885097109
"260",34,"High school degree",10,2,33,9.5,0.573705,2.561295,"No",0.0986536745410202,0.119518761545604,0.217489983603156
"261",47,"Did not complete high school",15,1,30,24.5,2.21235,5.13765,"No",0.253301787867894,0.315387169714526,0.666834453557546
"262",34,"High school degree",8,6,78,5.4,2.156544,2.055456,"No",0.181385448518292,0.13238547414672,0.139435797002348
"263",27,"High school degree",8,7,18,11.9,0.400554,1.741446,"No",0.117048612023759,0.12821910939606,0.275983534742841
"264",52,"Did not complete high school",9,11,24,19.2,0.801792,3.806208,"Yes",0.152644827865589,0.134327154227284,0.499082945440632
"265",39,"Did not complete high school",9,6,35,5,0.23275,1.51725,"No",0.0527887417432833,0.0244133369503838,0.133237610593936
"266",33,"Did not complete high school",7,0,22,6.4,0.630784,0.777216,"No",0.173229594975448,0.104769608119357,0.155990731712526
"267",34,"Did not complete high school",0,1,21,7.2,0.187488,1.324512,"No",0.467704327286804,0.46466100780281,0.170360679895587
"268",31,"Some college",9,7,59,14.6,3.109654,5.504346,"Yes",0.383989292272761,0.444903392914332,0.352262975063126
"269",28,"Did not complete high school",2,9,16,15.2,0.870656,1.561344,"No",0.458362624024994,0.219447681232731,0.370485039623049
"270",39,"Did not complete high school",19,16,45,3.7,0.91575,0.74925,"No",0.00287435504733532,0.000689319637289508,0.114687159414884
"271",51,"High school degree",22,23,120,7.6,4.14048,4.97952,"No",0.00700878881456018,0.00679428810876474,0.17793130940947
"272",22,"Did not complete high school",4,1,16,1.2,0.08448,0.10752,"No",0.155989276222094,0.282033481173631,0.0852723816350024
"273",27,"Some college",6,4,26,10.4,0.930176,1.773824,"No",0.24588597784757,0.293363235677264,0.23832247968374
"274",32,"Did not complete high school",16,10,38,21,0.69426,7.28574,"No",0.0379176694173833,0.0190133013256691,0.558047710319212
"275",28,"High school degree",6,7,38,7.2,0.774288,1.961712,"No",0.149797683513777,0.102839418450837,0.170360679895587
"276",27,"High school degree",1,0,20,10.3,0.37698,1.68302,"Yes",0.522856464728831,0.643730340323063,0.235941536859481
"277",26,"High school degree",2,6,24,13.6,1.576512,1.687488,"Yes",0.584197333771439,0.583847992663294,0.32284587007031
"278",32,"Did not complete high school",14,0,36,2.4,0.273024,0.590976,"No",0.021474981110698,0.0152641287344108,0.0984261698495888
"279",30,"Did not complete high school",0,11,17,3.7,0.44659,0.18241,"Yes",0.249311860621361,0.44841131814072,0.114687159414884
"280",39,"Did not complete high school",13,1,38,8.9,1.897302,1.484698,"No",0.104017285332886,0.115730878567787,0.204350163433237
"281",31,"Did not complete high school",11,6,28,4.8,0.345408,0.998592,"Yes",0.0347059773734625,0.0270508826807612,0.130226882366666
"282",34,"Did not complete high school",15,2,39,24.7,4.373382,5.259618,"Yes",0.523381877648511,0.505124707570565,0.672656723119706
"283",31,"Did not complete high school",8,3,41,12.6,0.134316,5.031684,"No",0.143506531375361,0.101917146556374,0.294767428627967
"284",29,"High school degree",1,7,25,10.4,0.5694,2.0306,"No",0.411408484462024,0.444977560744615,0.23832247968374
"285",29,"Did not complete high school",9,0,25,13.9,1.0703,2.4047,"No",0.243375046934854,0.170331588968915,0.33153763574231
"286",35,"High school degree",9,16,30,7.6,0.6498,1.6302,"No",0.0380077223072106,0.0338054434966653,0.17793130940947
"287",29,"Did not complete high school",11,7,32,6,0.92736,0.99264,"No",0.0489210663725121,0.0338229649674426,0.149184219573304
"288",38,"High school degree",2,16,22,22.7,1.208548,3.785452,"Yes",0.529953184900277,0.643459060834714,0.612300250144999
"289",35,"Did not complete high school",16,15,36,3.4,0.178704,1.045296,"No",0.00411573013150677,0.000987381179884696,0.110738662082415
"290",29,"Did not complete high school",11,5,36,6.1,0.709308,1.486692,"No",0.0511244536957789,0.0315445933916588,0.150862537804978
"291",23,"High school degree",3,4,34,4.4,0.2618,1.2342,"No",0.213247671219773,0.145669067457848,0.124378885097109
"292",33,"College degree",9,8,32,5.5,0.49632,1.26368,"No",0.054446250160335,0.0309805075595862,0.141022623460993
"293",51,"High school degree",19,25,159,2.8,1.06848,3.38352,"No",0.00139678581092456,0.00103563657129944,0.103197745324591
"294",24,"Did not complete high school",4,2,21,2.6,0.099372,0.446628,"No",0.162803192027664,0.0599872252769152,0.100786887619104
"295",31,"Did not complete high school",10,12,49,9.8,3.236548,1.565452,"Yes",0.186571308231648,0.0551211814095796,0.224284794561537
"296",45,"Did not complete high school",10,14,52,5.4,0.932256,1.875744,"No",0.0341032631437714,0.0145667653016218,0.139435797002348
"297",29,"Did not complete high school",3,1,17,9,0.46971,1.06029,"No",0.368987146713032,0.62545336610921,0.206498469635316
"298",34,"Did not complete high school",0,10,20,17.1,2.04858,1.37142,"No",0.746431408614133,0.724004631784148,0.430438062072136
"299",25,"High school degree",4,5,27,5,0.54945,0.80055,"Yes",0.195994439703426,0.13767211671178,0.133237610593936
"300",37,"Did not complete high school",20,2,56,1.9,0.54264,0.52136,"No",0.00483570503078818,0.00964479168884991,0.0927387744457163
"301",47,"Did not complete high school",29,18,129,25.3,20.56131,12.07569,"Yes",0.991215199291947,0.995958515369848,0.689802467807665
"302",43,"High school degree",6,24,54,9.6,0.62208,4.56192,"No",0.0477550659710799,0.036403334430089,0.21973827701109
"303",47,"Did not complete high school",22,19,81,5.5,1.50579,2.94921,"No",0.00179025134038721,0.000460607132569505,0.141022623460993
"304",24,"Did not complete high school",6,2,21,5.2,0.108108,0.983892,"No",0.131448196215285,0.0895813156996735,0.136307035904262
"305",27,"Some college",5,1,75,6.3,2.206575,2.518425,"No",0.434169437202295,0.351187187172645,0.154265727768891
"306",25,"Did not complete high school",9,4,18,1.2,0.06588,0.15012,"No",0.0408648206061741,0.0291020667197157,0.0852723816350024
"307",36,"Some college",11,12,44,14.7,0.446292,6.021708,"No",0.053083327795835,0.0704774097376786,0.355271939089127
"308",39,"Did not complete high school",16,20,57,19.4,1.559178,9.498822,"No",0.0243216096035615,0.0151413986809955,0.505663556317014
"309",26,"Did not complete high school",10,1,25,7.1,1.3064,0.4686,"No",0.127523452407912,0.0703632774890552,0.168508494102977
"310",41,"Did not complete high school",4,19,25,10.1,1.0605,1.4645,"No",0.141126328275673,0.101949192543953,0.231229159681675
"311",39,"Did not complete high school",19,15,60,27.1,9.5934,6.6666,"Yes",0.78072783712096,0.724045031254781,0.738098099139739
"312",37,"Did not complete high school",18,8,54,12.1,4.593402,1.940598,"No",0.108344949047443,0.0573862423385724,0.281274284360395
"313",29,"Did not complete high school",2,0,14,14.4,0.586656,1.429344,"Yes",0.581985285573239,0.806555550950719,0.346280273672069
"314",42,"Did not complete high school",6,9,31,11.6,1.02486,2.57114,"No",0.203148769950883,0.188032378880824,0.268163933207458
"315",31,"College degree",1,6,29,11.1,1.065489,2.153511,"No",0.517279210872986,0.42734490039897,0.255447474216885
"316",36,"Did not complete high school",4,15,17,17.3,0.520557,2.420443,"No",0.239604068340807,0.104515186984109,0.436903005506046
"317",39,"Did not complete high school",16,4,52,20,4.16,6.24,"No",0.299723744828129,0.154597415429135,0.525384517698378
"318",23,"College degree",0,2,23,6.7,0.468464,1.072536,"No",0.476581438876638,0.537183862796473,0.161260140498931
"319",39,"Did not complete high school",4,15,33,7,0.39732,1.91268,"No",0.105777970704583,0.244171827722749,0.166672400022865
"320",27,"Some college",4,1,40,3.1,0.28396,0.95604,"Yes",0.196807274157518,0.163146753284806,0.106909689191686
"321",24,"Did not complete high school",8,4,24,5,0.3816,0.8184,"No",0.0834136442176919,0.142736113430851,0.133237610593936
"322",27,"Some college",3,4,45,11,0.29205,4.65795,"Yes",0.330579204271817,0.288036576648623,0.25295226288355
"323",41,"Did not complete high school",16,22,49,1.6,0.4312,0.3528,"No",0.00230185989292683,0.00111285961796717,0.0894695595917783
"324",38,"Did not complete high school",0,8,23,8.1,0.897966,0.965034,"Yes",0.447311663698445,0.476795412856468,0.187762054224547
"325",40,"High school degree",5,12,35,16.4,1.58424,4.15576,"Yes",0.348948478178912,0.431535035696906,0.408010484205201
"326",54,"Did not complete high school",25,12,120,26.5,14.5962,17.2038,"Yes",0.946429423354986,0.95375497625376,0.722548115025185
"327",40,"Did not complete high school",12,6,89,17.4,2.771994,12.714006,"No",0.256253988138156,0.274811794497439,0.440143677259624
"328",40,"Did not complete high school",2,4,32,3.7,0.853664,0.330336,"No",0.313133404607953,0.212884999404819,0.114687159414884
"329",29,"Did not complete high school",1,8,31,8,0.15624,2.32376,"No",0.291528709575902,0.240067222479215,0.185763039434584
"330",30,"Did not complete high school",8,6,23,12,0.76176,1.99824,"No",0.151403123868468,0.0934405079733198,0.278621201773033
"331",29,"Did not complete high school",1,1,18,1.1,0.029898,0.168102,"No",0.268806604992952,0.225102132053738,0.084251343295237
"332",29,"Some college",3,3,50,2.4,0.2592,0.9408,"Yes",0.197461419625926,0.254253332159814,0.0984261698495888
"333",28,"College degree",2,4,41,2.5,0.4592,0.5658,"Yes",0.246483132798174,0.160979750317155,0.0996003083989934
"334",28,"College degree",0,5,38,10.4,0.636272,3.315728,"No",0.521302284300617,0.417017104228315,0.23832247968374
"335",39,"High school degree",16,9,89,14.3,5.001711,7.725289,"No",0.218289586619073,0.228453637031832,0.343306913201855
"336",32,"Did not complete high school",11,2,53,3.3,0.089199,1.659801,"No",0.0362725932619607,0.0300920217520349,0.109449179895879
"337",36,"High school degree",7,16,43,15.4,2.6488,3.9732,"No",0.286566585191208,0.285974117905667,0.376644986754052
"338",39,"Did not complete high school",20,12,39,8.2,0.773916,2.424084,"No",0.0042747933127217,0.00795268262453786,0.189777566816889
"339",28,"Some college",6,8,47,19.8,5.574294,3.731706,"Yes",0.885453544195196,0.901779860509869,0.518816616205483
"340",28,"Did not complete high school",4,2,28,14.2,0.43736,3.53864,"Yes",0.396526748212,0.310010504482731,0.340345791526492
"341",46,"Did not complete high school",6,19,31,12.2,1.98555,1.79645,"No",0.171398125604353,0.164192826027993,0.283942686237709
"342",30,"High school degree",4,8,15,6.5,0.350025,0.624975,"No",0.162856419641797,0.173471780344846,0.157731427249199
"343",39,"High school degree",15,19,32,4.9,0.421792,1.146208,"No",0.00496922469845659,0.00501838501173829,0.131724949891918
"344",40,"Some college",5,3,220,16,8.1664,27.0336,"Yes",0.979036868721187,0.988185400933957,0.395358472460017
"345",44,"High school degree",18,4,74,13.4,4.521696,5.394304,"No",0.153278133216185,0.197675847567969,0.317118179812397
"346",30,"Did not complete high school",0,8,19,16.6,0.624492,2.529508,"Yes",0.59436194424121,0.368223078180551,0.414383652209567
"347",24,"High school degree",3,0,19,4.3,0.358663,0.458337,"No",0.282154086441548,0.350680371388525,0.122952531749586
"348",32,"Did not complete high school",10,13,32,11.3,1.167968,2.448032,"No",0.0687159514944213,0.120385783342504,0.260486177232655
"349",29,"High school degree",3,8,15,2.6,0.14664,0.24336,"No",0.13525093847502,0.144113048474753,0.100786887619104
"350",40,"High school degree",2,1,36,3.8,0.277704,1.090296,"No",0.296718847457412,0.368624034609104,0.116030312744454
"351",41,"High school degree",8,21,43,0.7,0.085785,0.215215,"No",0.0130341132652384,0.00856576760910068,0.0802773786943252
"352",22,"Did not complete high school",1,3,17,18.6,0.80631,2.35569,"No",0.695587077884444,0.472445268758426,0.479352131210508
"353",38,"Did not complete high school",10,8,34,1.2,0.036312,0.371688,"No",0.0231964822688964,0.0579835345263245,0.0852723816350024
"354",37,"High school degree",6,13,62,8.5,1.18575,4.08425,"No",0.133177879337882,0.175572672151089,0.19592336268882
"355",41,"Some college",18,6,71,15.7,6.565583,4.581417,"Yes",0.378139551116333,0.471497333116231,0.385959602609044
"356",41,"Some college",7,6,56,14.5,0.37352,7.74648,"Yes",0.184999655119564,0.337327386860578,0.349265689849749
"357",39,"Did not complete high school",2,15,22,23.1,1.915914,3.166086,"Yes",0.655166551770323,0.506129732434555,0.62472170332041
"358",24,"High school degree",0,2,15,16.1,0.321195,2.093805,"Yes",0.6573660169274,0.730841488836085,0.398509074529238
"359",32,"Some college",9,10,51,23,2.68617,9.04383,"No",0.445813048724541,0.394715561117371,0.621630984291302
"360",21,"Some college",0,1,26,7.7,1.529528,0.472472,"No",0.664576703671915,0.589680447045886,0.179864663152346
"361",29,"Did not complete high school",13,7,27,2.3,0.068931,0.552069,"No",0.0137747210588581,0.0036688254600264,0.0972643774458258
"362",35,"High school degree",14,3,82,0.8,0.468384,0.187616,"No",0.016428384705025,0.0174463153997296,0.0812545300027843
"363",29,"Did not complete high school",6,7,21,18.1,1.109892,2.691108,"No",0.358522550246374,0.551897739492173,0.462956247932683
"364",41,"High school degree",2,22,30,6.7,0.11256,1.89744,"No",0.0825812732918285,0.118554052961585,0.161260140498931
"365",37,"Did not complete high school",0,18,18,12.9,1.583604,0.738396,"Yes",0.44832403203923,0.3961886369554,0.303041555782365
"366",32,"High school degree",3,13,47,1.9,0.42864,0.46436,"No",0.103239613919071,0.069547043736642,0.0927387744457163
"367",36,"Post-undergraduate degree",5,12,20,8.1,0.729,0.891,"No",0.136304593434815,0.221719113292456,0.187762054224547
"368",39,"High school degree",18,9,44,2.1,0.367752,0.556248,"No",0.00409877311128341,0.00262487267474735,0.0949774523057643
"369",36,"Did not complete high school",18,9,67,11.2,5.245296,2.258704,"No",0.130685583425866,0.0759414799063336,0.257958800003834
"370",46,"Some college",22,4,99,2.3,0.826551,1.450449,"No",0.00308971823629953,0.00224979828571847,0.0972643774458258
"371",34,"Did not complete high school",13,11,51,9.6,1.875168,3.020832,"No",0.0513334373348366,0.0149333373712455,0.21973827701109
"372",27,"Did not complete high school",7,4,26,9.1,0.641186,1.724814,"No",0.161974308667445,0.114125962679101,0.208663437695647
"373",43,"Did not complete high school",8,11,45,3.3,0.67716,0.80784,"No",0.0499135414175496,0.0388219529054895,0.109449179895879
"374",33,"Did not complete high school",14,8,72,41.3,15.01668,14.71932,"Yes",0.999396726695035,0.999456995982971,0.948096462752087
"375",39,"High school degree",20,17,101,1.4,0.340774,1.073226,"No",0.00122282815124538,0.000641616951391304,0.0873481762044001
"376",29,"Did not complete high school",1,4,17,2.5,0.13175,0.29325,"No",0.25683427445484,0.200879411232922,0.0996003083989934
"377",34,"College degree",7,15,40,6.4,0.94976,1.61024,"No",0.0692144775858657,0.0352508016480214,0.155990731712526
"378",26,"Did not complete high school",1,0,21,4.9,0.608139,0.420861,"No",0.437159972580685,0.279490651957395,0.131724949891918
"379",31,"Did not complete high school",15,2,60,4.8,0.80352,2.07648,"No",0.023929244549648,0.00683541580803366,0.130226882366666
"380",26,"Did not complete high school",10,6,24,2.7,0.31104,0.33696,"No",0.0359860160010938,0.016757188195249,0.101986001870756
"381",28,"Did not complete high school",12,7,45,7.7,1.853775,1.611225,"No",0.0738431953620997,0.0467513802057139,0.179864663152346
"382",48,"Did not complete high school",13,20,50,30.8,6.1138,9.2862,"Yes",0.657473550705739,0.693188578722092,0.820993039155898
"383",39,"High school degree",2,12,46,16,4.00384,3.35616,"Yes",0.810805019528355,0.811812300499088,0.395358472460017
"384",37,"Did not complete high school",3,3,25,3.7,0.27565,0.64935,"No",0.217879898126336,0.274127379577394,0.114687159414884
"385",52,"Post-undergraduate degree",9,0,70,9.4,1.32916,5.25084,"Yes",0.20050559941827,0.507736411265483,0.215258347740376
"386",48,"Did not complete high school",3,11,27,21.3,1.403244,4.347756,"No",0.567479031693599,0.482486033127057,0.567762416513288
"387",26,"Did not complete high school",7,3,22,5.1,0.208692,0.913308,"No",0.103099521452934,0.0351758922549762,0.134764945811939
"388",46,"Post-undergraduate degree",15,0,126,3.1,0.476532,3.429468,"No",0.0201665068703565,0.0384056715744706,0.106909689191686
"389",31,"Did not complete high school",7,10,23,4.9,0.2254,0.9016,"No",0.0606511552117159,0.0410688025293231,0.131724949891918
"390",34,"Did not complete high school",13,8,56,6.1,0.864248,2.551752,"No",0.0276210626556431,0.00825509634480884,0.150862537804978
"391",40,"Did not complete high school",22,4,95,3.6,0.6327,2.7873,"No",0.00310104399507149,0.000846320375527711,0.113357560419516
"392",24,"Some college",2,5,16,6.4,0.270336,0.753664,"Yes",0.276341460013395,0.217099828629547,0.155990731712526
"393",33,"Did not complete high school",2,14,44,3.1,0.52514,0.83886,"No",0.137149571887636,0.113480201968933,0.106909689191686
"394",53,"College degree",5,29,78,17.3,6.935916,6.558084,"Yes",0.757882061992549,0.717872868351537,0.436903005506046
"395",47,"Some college",9,1,52,20.1,2.539836,7.912164,"Yes",0.543337180286879,0.79148586338283,0.528665320220748
"396",35,"Did not complete high school",5,5,32,13,0.17472,3.98528,"No",0.238176140324627,0.128139342389477,0.30582859021282
"397",34,"Did not complete high school",14,8,28,17,1.13764,3.62236,"No",0.0638639295552217,0.0362188073102882,0.427214320753891
"398",49,"Did not complete high school",11,5,39,10.1,2.457936,1.481064,"No",0.172789130541,0.118143115749663,0.231229159681675
"399",26,"High school degree",0,7,28,9.3,1.270752,1.333248,"No",0.547167439040393,0.465957618914811,0.213043376128119
"400",23,"Did not complete high school",2,2,16,9.6,0.804864,0.731136,"Yes",0.467493598901464,0.661126015782521,0.21973827701109
"401",23,"High school degree",0,4,21,8.7,0.454923,1.372077,"No",0.478149024935127,0.480245924424651,0.200103503133251
"402",38,"High school degree",4,13,56,1.6,0.441728,0.454272,"No",0.0814120245998092,0.0878668236201453,0.0894695595917783
"403",28,"High school degree",5,2,37,8.3,1.123986,1.947014,"No",0.312191501119683,0.331114360813482,0.191809605554132
"404",30,"Some college",0,8,65,29.7,3.89961,15.40539,"Yes",0.968168696720336,0.985002291969076,0.798719626144258
"405",34,"Did not complete high school",18,10,34,15.4,2.099636,3.136364,"No",0.0320496697035972,0.0549318224685572,0.376644986754052
"406",50,"High school degree",16,14,71,11.1,1.662891,6.218109,"No",0.0202830102572364,0.0357381909679001,0.255447474216885
"407",29,"Did not complete high school",12,2,40,6.7,1.63212,1.04788,"No",0.0880125546093511,0.0474564435863809,0.161260140498931
"408",42,"Some college",0,9,64,6.6,0.278784,3.945216,"No",0.314325445856699,0.50628934107622,0.159487876633662
"409",31,"Did not complete high school",13,12,27,5,0.2376,1.1124,"No",0.0128394487394704,0.00675202406604932,0.133237610593936
"410",39,"Did not complete high school",10,4,31,4.8,0.184512,1.303488,"No",0.0468587704250761,0.0274513508414564,0.130226882366666
"411",45,"High school degree",21,26,132,3,2.55816,1.40184,"No",0.00189358487712056,0.00108818029335954,0.105659495410671
"412",45,"Did not complete high school",22,24,91,11.7,1.256346,9.390654,"No",0.00178684922236087,0.000937410881063204,0.270754813587066
"413",36,"Did not complete high school",14,17,53,5.7,1.888125,1.132875,"No",0.0182781552518923,0.0282060060323765,0.144241548322777
"414",25,"College degree",0,6,24,12.1,1.5972,1.3068,"Yes",0.669224230810444,0.529164291027417,0.281274284360395
"415",29,"High school degree",1,7,29,21.2,2.330092,3.817908,"Yes",0.832577622978128,0.85227265771362,0.564529588060622
"416",30,"High school degree",8,4,56,6.4,0.333312,3.250688,"No",0.0910451315568364,0.0902335882131736,0.155990731712526
"417",31,"Did not complete high school",1,1,24,4.5,0.21708,0.86292,"No",0.355872430703579,0.398716893444472,0.125819411565012
"418",43,"Did not complete high school",4,2,29,4.6,0.05336,1.28064,"No",0.184320000478013,0.135615941679165,0.127274196819662
"419",32,"High school degree",11,4,57,23.8,5.439966,8.126034,"Yes",0.807400639051636,0.779094601609608,0.646061231863975
"420",47,"Did not complete high school",19,7,50,30.1,3.17555,11.87445,"No",0.183510837485304,0.18763862682097,0.807050536335261
"421",46,"Did not complete high school",1,15,21,14.8,1.376844,1.731156,"Yes",0.46081233778776,0.515168775788472,0.358292388188577
"422",43,"High school degree",16,10,83,4.1,0.258628,3.144372,"No",0.00686108844852277,0.00483712630058888,0.120141998018177
"423",48,"Did not complete high school",3,7,24,7,0.7644,0.9156,"No",0.262752006577007,0.36185654248002,0.166672400022865
"424",30,"Some college",8,7,61,2.8,0.549976,1.158024,"No",0.0607515067157141,0.0647669882938361,0.103197745324591
"425",23,"College degree",0,4,32,18.4,0.818432,5.069568,"Yes",0.726515777608471,0.606952589658955,0.472786447367334
"426",36,"College degree",8,0,32,1.6,0.024576,0.487424,"No",0.0706634199403219,0.0495359781484504,0.0894695595917783
"427",20,"Some college",0,1,17,2.3,0.043792,0.347208,"No",0.344296249794987,0.400508900962551,0.0972643774458258
"428",43,"Did not complete high school",16,7,89,0.4,0.159488,0.196512,"No",0.00597213121539685,0.0038851373096946,0.0774099701060348
"429",23,"Did not complete high school",2,1,25,4.5,0.12375,1.00125,"Yes",0.291233568964574,0.483046712857506,0.125819411565012
"430",41,"Did not complete high school",21,2,76,20.5,6.94868,8.63132,"No",0.436083825760213,0.459916791871019,0.54176098078809
"431",34,"Did not complete high school",12,5,68,25.1,7.817144,9.250856,"Yes",0.929970060594192,0.932249890540324,0.68414195968044
"432",50,"Did not complete high school",11,5,36,4.8,0.834624,0.893376,"No",0.0490810678098238,0.0562703897657422,0.130226882366666
"433",40,"Did not complete high school",9,4,64,6.6,0.789888,3.434112,"No",0.0941258539182932,0.091885737483404,0.159487876633662
"434",29,"High school degree",0,8,22,12.9,1.038708,1.799292,"Yes",0.572678017948584,0.60436037812037,0.303041555782365
"435",39,"High school degree",9,16,56,18.7,4.76476,5.70724,"No",0.526576599170722,0.549684502101081,0.482637792475104
"436",24,"High school degree",1,2,42,5.7,0.8379,1.5561,"No",0.446969865438603,0.5096059823555,0.144241548322777
"437",27,"Did not complete high school",0,5,16,1.1,0.130416,0.045584,"No",0.263962685567363,0.257210123971445,0.084251343295237
"438",40,"Some college",18,14,157,6.6,3.326202,7.035798,"No",0.0217361703153132,0.0104477372086823,0.159487876633662
"439",32,"High school degree",8,2,45,3.7,0.98235,0.68265,"No",0.118692413750908,0.129230099843109,0.114687159414884
"440",39,"High school degree",16,12,53,3.7,0.694194,1.266806,"No",0.00722308720033285,0.00623296444172689,0.114687159414884
"441",40,"Did not complete high school",22,1,100,14.6,5.402,9.198,"No",0.13878222840431,0.11702489729813,0.352262975063126
"442",32,"Did not complete high school",10,11,42,9.1,1.540266,2.281734,"No",0.0812896345723571,0.0586598600914462,0.208663437695647
"443",39,"Did not complete high school",23,1,75,18.9,3.132675,11.042325,"No",0.0479338641456528,0.0498756122070139,0.489213337068893
"444",24,"Did not complete high school",3,3,21,28.9,2.682498,3.386502,"Yes",0.910956746754471,0.766281219847037,0.78125885330834
"445",43,"College degree",18,14,446,6.5,16.03147,12.95853,"Yes",0.969659669508975,0.810529337533571,0.157731427249199
"446",56,"Did not complete high school",11,20,59,15,4.6728,4.1772,"No",0.252929140664267,0.289117104410731,0.364366949296657
"447",32,"Some college",5,9,23,4.5,0.326025,0.708975,"No",0.104213976533291,0.0857201238294388,0.125819411565012
"448",42,"Did not complete high school",7,12,25,10.2,1.62945,0.92055,"No",0.163801842780858,0.0992126085193618,0.233577086224484
"449",46,"Some college",3,13,43,13.2,3.042336,2.633664,"Yes",0.582566827349209,0.759321308159435,0.311445369244008
"450",31,"Did not complete high school",2,2,22,16.4,1.739056,1.868944,"Yes",0.732098137876037,0.892224093427147,0.408010484205201
"451",43,"Did not complete high school",25,16,242,2.6,1.63592,4.65608,"No",0.000921050740974427,0.000205798911501312,0.100786887619104
"452",28,"High school degree",6,9,22,11.5,0.65021,1.87979,"No",0.169351559165221,0.189889563831199,0.265588815912145
"453",39,"Some college",11,17,39,12.9,2.560779,2.470221,"No",0.0966635875550554,0.0700658983540104,0.303041555782365
"454",39,"Did not complete high school",0,8,39,7.9,1.066026,2.014974,"No",0.466825332405981,0.542854952672783,0.183780491732131
"455",37,"College degree",1,14,33,16.1,2.693691,2.619309,"Yes",0.688575965592744,0.608890907450969,0.398509074529238
"456",30,"Did not complete high school",0,11,17,12,0.30396,1.73604,"No",0.38902799846015,0.327950681883885,0.278621201773033
"457",37,"Post-undergraduate degree",9,16,177,5.9,0.887655,9.555345,"No",0.0375077016853043,0.0387963402376916,0.147521328601
"458",22,"Did not complete high school",4,3,14,17.5,0.2254,2.2246,"No",0.417905695139878,0.344027926797873,0.443389459041857
"459",50,"Did not complete high school",1,26,26,14.3,1.851564,1.866436,"No",0.305149955001896,0.27991978871203,0.343306913201855
"460",30,"Did not complete high school",10,2,19,4.4,0.336072,0.499928,"No",0.0574000413989986,0.0507080216373563,0.124378885097109
